Line 1: 1790,1457 -> OK
Line 4181: 1540,1463 -> OK
Line 4182: 1772,976 -> OK
Line 4183: 1794,936 -> OK
Line 4184: 682,520 -> OK
Line 4185: 1808,1443 -> OK
Line 4186: 628,670 -> OK
Line 4187: 1808,1274 -> OK
Line 4188: 1540,1244 -> OK
Line 4189: 104,540 -> OK
Line 4190: 970,870 -> OK
Line 4191: 1782,1469 -> OK
Line 4192: 68,1296 -> OK
Line 4193: 90,1291 -> OK
Line 4194: 682,582 -> OK
Line 4195: 78,758 -> OK
Line 4196: 1772,599 -> OK
Line 4197: 80,773 -> OK
Line 4198: 1540,777 -> OK
Line 4199: 682,691 -> OK
Line 4200: 1794,1271 -> OK
Line 4201: 1782,1288 -> OK
Line 4202: 970,942 -> OK
Line 4203: 66,528 -> OK
Line 4204: 84,763 -> OK
Line 4205: 74,599 -> OK
Line 4206: 970,1457 -> OK
Line 4207: 102,996 -> OK
Line 4208: 1366,1298 -> OK
Line 4209: 1802,437 -> OK
Line 4210: 1782,723 -> OK
Line 4211: 970,1346 -> OK
Line 4212: 1778,1375 -> OK
Line 4213: 1252,988 -> OK
Line 4214: 856,866 -> OK
Line 4215: 86,409 -> OK
Line 4216: 1794,1167 -> OK
Line 4217: 80,782 -> OK
Line 4218: 102,1091 -> OK
Line 4219: 340,953 -> OK
Line 4220: 340,440 -> OK
Line 4221: 1818,1407 -> OK
Line 4222: 1794,1299 -> OK
Line 4223: 910,890 -> OK
Line 4224: 1366,1295 -> OK
Line 4225: 104,1095 -> OK
Line 4226: 108,1099 -> OK
Line 4227: 1594,1395 -> OK
Line 4228: 910,809 -> OK
Line 4229: 1366,1288 -> OK
Line 4230: 78,471 -> OK
Line 4231: 96,552 -> OK
Line 4232: 1790,980 -> OK
Line 4233: 1776,954 -> OK
Line 4234: 856,1053 -> OK
Line 4235: 1772,1467 -> OK
Line 4236: 92,429 -> OK
Line 4237: 1812,1469 -> OK
Line 4238: 1772,1471 -> OK
Line 4239: 1312,1004 -> OK
Line 4240: 1252,984 -> OK
Line 4241: 1812,1275 -> OK
Line 4242: 1252,1463 -> OK
Line 4243: 1812,1268 -> OK
Line 4244: 1782,1462 -> OK
Line 4245: 66,433 -> OK
Line 4246: 78,437 -> OK
Line 4247: 1252,1116 -> OK
Line 4248: 108,479 -> OK
Line 4249: 1788,1299 -> OK
Line 4250: 1796,1270 -> OK
Line 4251: 78,440 -> OK
Line 4252: 514,615 -> OK
Line 4253: 1312,1183 -> OK
Line 4254: 96,757 -> OK
Line 4255: 1796,1147 -> OK
Line 4256: 80,439 -> OK
Line 4257: 1024,1268 -> OK
Line 4258: 1818,1463 -> OK
Line 4259: 1790,1262 -> OK
Line 4260: 1782,695 -> OK
Line 4261: 1772,1069 -> OK
Line 4262: 1366,1467 -> OK
Line 4263: 568,600 -> OK
Line 4264: 96,420 -> OK
Line 4265: 856,1280 -> OK
Line 4266: 1776,933 -> OK
Line 4267: 1778,1318 -> OK
Line 4268: 90,1049 -> OK
Line 4269: 1198,524 -> OK
Line 4270: 104,487 -> OK
Line 4271: 856,862 -> OK
Line 4272: 1782,767 -> OK
Line 4273: 1024,1288 -> OK
Line 4274: 1784,936 -> OK
Line 4275: 1024,1119 -> OK
Line 4276: 78,432 -> OK
Line 4277: 1782,1399 -> OK
Line 4278: 1802,1411 -> OK
Line 4279: 1782,1462 -> OK
Line 4280: 80,479 -> OK
Line 4281: 1312,1445 -> OK
Line 4282: 66,1041 -> OK
Line 4283: 92,1155 -> OK
Line 4284: 340,503 -> OK
Line 4285: 1772,600 -> OK
Line 4286: 1796,1458 -> OK
Line 4287: 1800,1438 -> OK
Line 4288: 108,934 -> OK
Line 4289: 1796,1268 -> OK
Line 4290: 286,976 -> OK
Line 4291: 1818,1228 -> OK
Line 4292: 1800,1204 -> OK
Line 4293: 104,699 -> OK
Line 4294: 72,1171 -> OK
Line 4295: 340,662 -> OK
Line 4296: 1806,1383 -> OK
Line 4297: 1778,1212 -> OK
Line 4298: 1788,1470 -> OK
Line 4299: 1776,1449 -> OK
Line 4300: 682,774 -> OK
Line 4301: 92,588 -> OK
Line 4302: 68,590 -> OK
Line 4303: 856,779 -> OK
Line 4304: 68,770 -> OK
Line 4305: 72,1127 -> OK
Line 4306: 1540,616 -> OK
Line 4307: 1788,1447 -> OK
Line 4308: 1778,1451 -> OK
Line 4309: 1802,942 -> OK
Line 4310: 1818,715 -> OK
Line 4311: 568,612 -> OK
Line 4312: 1808,584 -> OK
Line 4313: 1818,1411 -> OK
Line 4314: 1794,1236 -> OK
Line 4315: 96,584 -> OK
Line 4316: 90,1016 -> OK
Line 4317: 1778,1282 -> OK
Line 4318: 1808,1117 -> OK
Line 4319: 66,600 -> OK
Line 4320: 1784,948 -> OK
Line 4321: 1788,1463 -> OK
Line 4322: 1198,691 -> OK
Line 4323: 1788,650 -> OK
Line 4324: 108,556 -> OK
Line 4325: 90,587 -> OK
Line 4326: 74,606 -> OK
Line 4327: 568,1129 -> OK
Line 4328: 1776,1470 -> OK
Line 4329: 628,599 -> OK
Line 4330: 1366,440 -> OK
Line 4331: 1778,1411 -> OK
Line 4332: 90,424 -> OK
Line 4333: 74,670 -> OK
Line 4334: 970,1101 -> OK
Line 4335: 1366,1470 -> OK
Line 4336: 1778,1383 -> OK
Line 4337: 84,608 -> OK
Line 4338: 66,436 -> OK
Line 4339: 86,479 -> OK
Line 4340: 1024,1107 -> OK
Line 4341: 1312,1286 -> OK
Line 4342: 68,773 -> OK
Line 4343: 98,699 -> OK
Line 4344: 1796,1434 -> OK
Line 4345: 1024,1108 -> OK
Line 4346: 1782,1292 -> OK
Line 4347: 1796,771 -> OK
Line 4348: 856,1457 -> OK
Line 4349: 1800,1208 -> OK
Line 4350: 1818,1411 -> OK
Line 4351: 102,475 -> OK
Line 4352: 340,1270 -> OK
Line 4353: 102,1155 -> OK
Line 4354: 970,1065 -> OK
Line 4355: 1818,786 -> OK
Line 4356: 1796,1299 -> OK
Line 4357: 856,1120 -> OK
Line 4358: 72,439 -> OK
Line 4359: 1808,1342 -> OK
Line 4360: 72,416 -> OK
Line 4361: 1806,1167 -> OK
Line 4362: 1802,1274 -> OK
Line 4363: 1312,1116 -> OK
Line 4364: 970,1033 -> OK
Line 4365: 1776,1350 -> OK
Line 4366: 1252,1151 -> OK
Line 4367: 1784,1113 -> OK
Line 4368: 1788,1433 -> OK
Line 4369: 1808,1338 -> OK
Line 4370: 1808,1208 -> OK
Line 4371: 910,817 -> OK
Line 4372: 90,948 -> OK
Line 4373: 1818,921 -> OK
Line 4374: 1784,1358 -> OK
Line 4375: 1818,750 -> OK
Line 4376: 1252,1115 -> OK
Line 4377: 682,662 -> OK
Line 4378: 628,503 -> OK
Line 4379: 66,467 -> OK
Line 4380: 1782,421 -> OK
Line 4381: 108,599 -> OK
Line 4382: 856,817 -> OK
Line 4383: 568,1437 -> OK
Line 4384: 1778,1441 -> OK
Line 4385: 1818,1358 -> OK
Line 4386: 910,1103 -> OK
Line 4387: 102,1403 -> OK
Line 4388: 1796,1342 -> OK
Line 4389: 80,444 -> OK
Line 4390: 1772,781 -> OK
Line 4391: 1784,930 -> OK
Line 4392: 1776,1433 -> OK
Line 4393: 1802,1466 -> OK
Line 4394: 66,432 -> OK
Line 4395: 970,1037 -> OK
Line 4396: 1776,1092 -> OK
Line 4397: 1808,1284 -> OK
Line 4398: 856,1041 -> OK
Line 4399: 910,771 -> OK
Line 4400: 104,958 -> OK
Line 4401: 1812,408 -> OK
Line 4402: 1540,1446 -> OK
Line 4403: 1540,1271 -> OK
Line 4404: 72,429 -> OK
Line 4405: 62,417 -> OK
Line 4406: 910,602 -> OK
Line 4407: 1778,783 -> OK
Line 4408: 1812,1443 -> OK
Line 4409: 1312,723 -> OK
Line 4410: 628,924 -> OK
Line 4411: 1814,1267 -> OK
Line 4412: 1800,695 -> OK
Line 4413: 1312,1411 -> OK
Line 4414: 1312,1244 -> OK
Line 4415: 1814,1151 -> OK
Line 4416: 1778,1282 -> OK
Line 4417: 286,616 -> OK
Line 4418: 86,598 -> OK
Line 4419: 1794,1446 -> OK
Line 4420: 1818,1455 -> OK
Line 4421: 1594,524 -> OK
Line 4422: 1794,1268 -> OK
Line 4423: 102,600 -> OK
Line 4424: 1784,761 -> OK
Line 4425: 72,699 -> OK
Line 4426: 1024,1354 -> OK
Line 4427: 72,463 -> OK
Line 4428: 1812,1449 -> OK
Line 4429: 102,495 -> OK
Line 4430: 514,611 -> OK
Line 4431: 1782,1224 -> OK
Line 4432: 970,785 -> OK
Line 4433: 104,765 -> OK
Line 4434: 1252,755 -> OK
Line 4435: 1794,1123 -> OK
Line 4436: 910,946 -> OK
Line 4437: 1800,936 -> OK
Line 4438: 66,611 -> OK
Line 4439: 1198,1012 -> OK
Line 4440: 98,612 -> OK
Line 4441: 1782,1463 -> OK
Line 4442: 856,837 -> OK
Line 4443: 84,436 -> OK
Line 4444: 1808,1280 -> OK
Line 4445: 1778,1437 -> OK
Line 4446: 1198,1290 -> OK
Line 4447: 98,423 -> OK
Line 4448: 80,949 -> OK
Line 4449: 1594,924 -> OK
Line 4450: 1312,1116 -> OK
Line 4451: 86,579 -> OK
Line 4452: 80,483 -> OK
Line 4453: 1540,1433 -> OK
Line 4454: 1776,1435 -> OK
Line 4455: 682,1220 -> OK
Line 4456: 1312,941 -> OK
Line 4457: 90,610 -> OK
Line 4458: 84,423 -> OK
Line 4459: 92,1262 -> OK
Line 4460: 1800,1012 -> OK
Line 4461: 84,424 -> OK
Line 4462: 62,520 -> OK
Line 4463: 104,1387 -> OK
Line 4464: 78,595 -> OK
Line 4465: 856,1387 -> OK
Line 4466: 108,841 -> OK
Line 4467: 68,528 -> OK
Line 4468: 286,444 -> OK
Line 4469: 1808,1280 -> OK
Line 4470: 628,1109 -> OK
Line 4471: 84,408 -> OK
Line 4472: 1312,750 -> OK
Line 4473: 78,471 -> OK
Line 4474: 1312,751 -> OK
Line 4475: 1776,1282 -> OK
Line 4476: 514,845 -> OK
Line 4477: 682,588 -> OK
Line 4478: 1366,1091 -> OK
Line 4479: 1782,1442 -> OK
Line 4480: 72,471 -> OK
Line 4481: 568,825 -> OK
Line 4482: 108,439 -> OK
Line 4483: 1782,1104 -> OK
Line 4484: 96,691 -> OK
Line 4485: 78,1262 -> OK
Line 4486: 72,699 -> OK
Line 4487: 104,958 -> OK
Line 4488: 72,707 -> OK
Line 4489: 1782,1465 -> OK
Line 4490: 1782,1288 -> OK
Line 4491: 92,592 -> OK
Line 4492: 568,540 -> OK
Line 4493: 1312,980 -> OK
Line 4494: 286,552 -> OK
Line 4495: 62,787 -> OK
Line 4496: 68,727 -> OK
Line 4497: 1778,1330 -> OK
Line 4498: 1802,925 -> OK
Line 4499: 80,536 -> OK
Line 4500: 1776,1441 -> OK
Line 4501: 98,423 -> OK
Line 4502: 78,670 -> OK
Line 4503: 1796,1446 -> OK
Line 4504: 1814,1187 -> OK
Line 4505: 1794,944 -> OK
Line 4506: 1818,1294 -> OK
Line 4507: 628,495 -> OK
Line 4508: 74,425 -> OK
Line 4509: 1772,1283 -> OK
Line 4510: 1818,1093 -> OK
Line 4511: 1790,1092 -> OK
Line 4512: 1366,1016 -> OK
Line 4513: 1812,1451 -> OK
Line 4514: 1782,413 -> OK
Line 4515: 74,435 -> OK
Line 4516: 78,475 -> OK
Line 4517: 1594,996 -> OK
Line 4518: 286,950 -> OK
Line 4519: 1772,1350 -> OK
Line 4520: 1790,924 -> OK
Line 4521: 1784,1387 -> OK
Line 4522: 1806,945 -> OK
Line 4523: 74,432 -> OK
Line 4524: 1790,487 -> OK
Line 4525: 628,1272 -> OK
Line 4526: 98,723 -> OK
Line 4527: 90,503 -> OK
Line 4528: 1790,1346 -> OK
Line 4529: 1024,992 -> OK
Line 4530: 1198,902 -> OK
Line 4531: 66,408 -> OK
Line 4532: 80,419 -> OK
Line 4533: 910,841 -> OK
Line 4534: 628,638 -> OK
Line 4535: 970,1000 -> OK
Line 4536: 1198,1092 -> OK
Line 4537: 1802,902 -> OK
Line 4538: 1818,1159 -> OK
Line 4539: 102,1395 -> OK
Line 4540: 1806,1338 -> OK
Line 4541: 1802,942 -> OK
Line 4542: 1024,1163 -> OK
Line 4543: 910,1274 -> OK
Line 4544: 1790,1125 -> OK
Line 4545: 98,587 -> OK
Line 4546: 80,1037 -> OK
Line 4547: 102,587 -> OK
Line 4548: 86,926 -> OK
Line 4549: 86,586 -> OK
Line 4550: 98,587 -> OK
Line 4551: 1814,1383 -> OK
Line 4552: 682,874 -> OK
Line 4553: 1024,1125 -> OK
Line 4554: 96,584 -> OK
Line 4555: 340,1179 -> OK
Line 4556: 90,950 -> OK
Line 4557: 90,924 -> OK
Line 4558: 108,715 -> OK
Line 4559: 98,1346 -> OK
Line 4560: 340,1391 -> OK
Line 4561: 1594,984 -> OK
Line 4562: 1814,1346 -> OK
Line 4563: 1594,1438 -> OK
Line 4564: 1796,775 -> OK
Line 4565: 1806,1434 -> OK
Line 4566: 102,761 -> OK
Line 4567: 104,520 -> OK
Line 4568: 1778,1379 -> OK
Line 4569: 1784,1124 -> OK
Line 4570: 78,1447 -> OK
Line 4571: 856,988 -> OK
Line 4572: 286,578 -> OK
Line 4573: 1366,1155 -> OK
Line 4574: 856,984 -> OK
Line 4575: 1782,1290 -> OK
Line 4576: 628,666 -> OK
Line 4577: 1540,1415 -> OK
Line 4578: 1802,582 -> OK
Line 4579: 102,703 -> OK
Line 4580: 970,1167 -> OK
Line 4581: 92,580 -> OK
Line 4582: 92,1280 -> OK
Line 4583: 1366,767 -> OK
Line 4584: 1024,1099 -> OK
Line 4585: 286,443 -> OK
Line 4586: 286,579 -> OK
Line 4587: 104,408 -> OK
Line 4588: 1812,1459 -> OK
Line 4589: 62,658 -> OK
Line 4590: 84,786 -> OK
Line 4591: 682,755 -> OK
Line 4592: 1814,1446 -> OK
Line 4593: 1024,1288 -> OK
Line 4594: 1312,754 -> OK
Line 4595: 68,774 -> OK
Line 4596: 1252,952 -> OK
Line 4597: 86,1458 -> OK
Line 4598: 1540,1338 -> OK
Line 4599: 970,757 -> OK
Line 4600: 1366,1466 -> OK
Line 4601: 1814,1445 -> OK
Line 4602: 68,779 -> OK
Line 4603: 1776,1465 -> OK
Line 4604: 1818,898 -> OK
Line 4605: 84,882 -> OK
Line 4606: 1812,1451 -> OK
Line 4607: 514,1446 -> OK
Line 4608: 1790,1463 -> OK
Line 4609: 286,427 -> OK
Line 4610: 80,579 -> OK
Line 4611: 1024,829 -> OK
Line 4612: 340,408 -> OK
Line 4613: 68,612 -> OK
Line 4614: 1794,1300 -> OK
Line 4615: 568,1109 -> OK
Line 4616: 514,1411 -> OK
Line 4617: 970,711 -> OK
Line 4618: 970,1167 -> OK
Line 4619: 340,429 -> OK
Line 4620: 1806,1179 -> OK
Line 4621: 1776,1461 -> OK
Line 4622: 1788,1129 -> OK
Line 4623: 1806,1342 -> OK
Line 4624: 66,578 -> OK
Line 4625: 970,934 -> OK
Line 4626: 970,938 -> OK
Line 4627: 568,1244 -> OK
Line 4628: 80,479 -> OK
Line 4629: 1794,1033 -> OK
Line 4630: 856,719 -> OK
Line 4631: 1024,1455 -> OK
Line 4632: 568,727 -> OK
Line 4633: 86,1171 -> OK
Line 4634: 628,1322 -> OK
Line 4635: 68,766 -> OK
Line 4636: 1794,1266 -> OK
Line 4637: 68,1016 -> OK
Line 4638: 86,1278 -> OK
Line 4639: 102,1127 -> OK
Line 4640: 910,616 -> OK
Line 4641: 102,439 -> OK
Line 4642: 1794,920 -> OK
Line 4643: 1312,1338 -> OK
Line 4644: 1812,1434 -> OK
Line 4645: 68,945 -> OK
Line 4646: 104,536 -> OK
Line 4647: 92,578 -> OK
Line 4648: 628,984 -> OK
Line 4649: 72,604 -> OK
Line 4650: 910,774 -> OK
Line 4651: 84,862 -> OK
Line 4652: 72,413 -> OK
Line 4653: 74,634 -> OK
Line 4654: 1784,1439 -> OK
Line 4655: 66,433 -> OK
Line 4656: 856,1179 -> OK
Line 4657: 1814,1045 -> OK
Line 4658: 1818,1455 -> OK
Line 4659: 84,650 -> OK
Line 4660: 102,1159 -> OK
Line 4661: 1198,1292 -> OK
Line 4662: 1778,552 -> OK
Line 4663: 970,933 -> OK
Line 4664: 1782,1291 -> OK
Line 4665: 74,1016 -> OK
Line 4666: 108,606 -> OK
Line 4667: 1802,1450 -> OK
Line 4668: 286,427 -> OK
Line 4669: 1312,1447 -> OK
Line 4670: 62,415 -> OK
Line 4671: 970,1004 -> OK
Line 4672: 1782,699 -> OK
Line 4673: 568,583 -> OK
Line 4674: 1818,1159 -> OK
Line 4675: 1796,1183 -> OK
Line 4676: 1594,1467 -> OK
Line 4677: 1312,1113 -> OK
Line 4678: 1790,1434 -> OK
Line 4679: 1814,1383 -> OK
Line 4680: 682,1112 -> OK
Line 4681: 1772,950 -> OK
Line 4682: 1814,779 -> OK
Line 4683: 568,770 -> OK
Line 4684: 1808,1112 -> OK
Line 4685: 1312,1179 -> OK
Line 4686: 1252,1119 -> OK
Line 4687: 1776,1111 -> OK
Line 4688: 1794,1462 -> OK
Line 4689: 72,1065 -> OK
Line 4690: 68,416 -> OK
Line 4691: 1776,774 -> OK
Line 4692: 1802,1463 -> OK
Line 4693: 92,417 -> OK
Line 4694: 86,719 -> OK
Line 4695: 1812,1271 -> OK
Line 4696: 1790,1465 -> OK
Line 4697: 568,560 -> OK
Line 4698: 62,921 -> OK
Line 4699: 1806,1278 -> OK
Line 4700: 1594,1435 -> OK
Line 4701: 1594,1263 -> OK
Line 4702: 1776,953 -> OK
Line 4703: 74,445 -> OK
Line 4704: 1802,1272 -> OK
Line 4705: 72,662 -> OK
Line 4706: 1594,926 -> OK
Line 4707: 1796,813 -> OK
Line 4708: 1806,1466 -> OK
Line 4709: 78,1113 -> OK
Line 4710: 108,634 -> OK
Line 4711: 80,536 -> OK
Line 4712: 970,957 -> OK
Line 4713: 340,600 -> OK
Line 4714: 84,980 -> OK
Line 4715: 1540,1276 -> OK
Line 4716: 1024,1407 -> OK
Line 4717: 1778,1465 -> OK
Line 4718: 1814,1278 -> OK
Line 4719: 1198,1037 -> OK
Line 4720: 856,948 -> OK
Line 4721: 1806,1435 -> OK
Line 4722: 86,411 -> OK
Line 4723: 66,436 -> OK
Line 4724: 104,421 -> OK
Line 4725: 1796,1318 -> OK
Line 4726: 74,471 -> OK
Line 4727: 108,614 -> OK
Line 4728: 62,1299 -> OK
Line 4729: 856,787 -> OK
Line 4730: 1808,1326 -> OK
Line 4731: 66,440 -> OK
Line 4732: 1312,1294 -> OK
Line 4733: 1776,890 -> OK
Line 4734: 104,928 -> OK
Line 4735: 1782,1290 -> OK
Line 4736: 286,479 -> OK
Line 4737: 62,416 -> OK
Line 4738: 1818,761 -> OK
Line 4739: 98,1455 -> OK
Line 4740: 1806,1326 -> OK
Line 4741: 68,727 -> OK
Line 4742: 286,945 -> OK
Line 4743: 1198,957 -> OK
Line 4744: 80,666 -> OK
Line 4745: 62,1216 -> OK
Line 4746: 1772,1092 -> OK
Line 4747: 1794,1433 -> OK
Line 4748: 98,805 -> OK
Line 4749: 340,544 -> OK
Line 4750: 1802,599 -> OK
Line 4751: 108,536 -> OK
Line 4752: 102,924 -> OK
Line 4753: 286,552 -> OK
Line 4754: 84,520 -> OK
Line 4755: 970,1012 -> OK
Line 4756: 1772,603 -> OK
Line 4757: 682,723 -> OK
Line 4758: 104,762 -> OK
Line 4759: 286,992 -> OK
Line 4760: 1790,1298 -> OK
Line 4761: 856,1107 -> OK
Line 4762: 286,610 -> OK
Line 4763: 1818,1264 -> OK
Line 4764: 98,1291 -> OK
Line 4765: 682,1441 -> OK
Line 4766: 514,417 -> OK
Line 4767: 1818,833 -> OK
Line 4768: 98,416 -> OK
Line 4769: 340,775 -> OK
Line 4770: 1024,1129 -> OK
Line 4771: 1784,1455 -> OK
Line 4772: 1778,1208 -> OK
Line 4773: 1790,1403 -> OK
Line 4774: 1806,954 -> OK
Line 4775: 1818,1326 -> OK
Line 4776: 1812,1399 -> OK
Line 4777: 68,1279 -> OK
Line 4778: 1796,1459 -> OK
Line 4779: 1772,1443 -> OK
Line 4780: 1782,1454 -> OK
Line 4781: 568,603 -> OK
Line 4782: 682,711 -> OK
Line 4783: 1796,992 -> OK
Line 4784: 682,878 -> OK
Line 4785: 1808,1268 -> OK
Line 4786: 62,723 -> OK
Line 4787: 514,582 -> OK
Line 4788: 1814,1463 -> OK
Line 4789: 682,758 -> OK
Line 4790: 970,1061 -> OK
Line 4791: 514,779 -> OK
Line 4792: 90,591 -> OK
Line 4793: 1802,1263 -> OK
Line 4794: 1540,902 -> OK
Line 4795: 682,754 -> OK
Line 4796: 970,1264 -> OK
Line 4797: 1366,1270 -> OK
Line 4798: 340,841 -> OK
Line 4799: 68,598 -> OK
Line 4800: 1800,1099 -> OK
Line 4801: 62,1463 -> OK
Line 4802: 1788,1463 -> OK
Line 4803: 1818,1455 -> OK
Line 4804: 104,495 -> OK
Line 4805: 1312,1212 -> OK
Line 4806: 1788,1280 -> OK
Line 4807: 66,1224 -> OK
Line 4808: 1818,1466 -> OK
Line 4809: 340,467 -> OK
Line 4810: 1540,1446 -> OK
Line 4811: 1796,1267 -> OK
Line 4812: 514,754 -> OK
Line 4813: 1788,1016 -> OK
Line 4814: 1790,1466 -> OK
Line 4815: 1790,1232 -> OK
Line 4816: 98,441 -> OK
Line 4817: 66,409 -> OK
Line 4818: 1808,723 -> OK
Line 4819: 1808,1276 -> OK
Line 4820: 1024,1123 -> OK
Line 4821: 514,413 -> OK
Line 4822: 1812,948 -> OK
Line 4823: 78,773 -> OK
Line 4824: 62,441 -> OK
Line 4825: 90,1466 -> OK
Line 4826: 92,416 -> OK
Line 4827: 1024,1450 -> OK
Line 4828: 340,607 -> OK
Line 4829: 1812,1415 -> OK
Line 4830: 1776,1447 -> OK
Line 4831: 682,491 -> OK
Line 4832: 910,950 -> OK
Line 4833: 66,946 -> OK
Line 4834: 1818,1155 -> OK
Line 4835: 62,1294 -> OK
Line 4836: 1800,1115 -> OK
Line 4837: 104,1275 -> OK
Line 4838: 1788,602 -> OK
Line 4839: 1772,1407 -> OK
Line 4840: 1252,1113 -> OK
Line 4841: 98,582 -> OK
Line 4842: 514,443 -> OK
Line 4843: 1312,1175 -> OK
Line 4844: 1812,1346 -> OK
Line 4845: 568,988 -> OK
Line 4846: 1540,1470 -> OK
Line 4847: 340,1108 -> OK
Line 4848: 1252,1280 -> OK
Line 4849: 1818,491 -> OK
Line 4850: 682,946 -> OK
Line 4851: 628,942 -> OK
Line 4852: 1788,769 -> OK
Line 4853: 104,769 -> OK
Line 4854: 286,586 -> OK
Line 4855: 92,941 -> OK
Line 4856: 78,415 -> OK
Line 4857: 74,874 -> OK
Line 4858: 92,591 -> OK
Line 4859: 96,755 -> OK
Line 4860: 970,610 -> OK
Line 4861: 1784,1467 -> OK
Line 4862: 84,423 -> OK
Line 4863: 1788,1455 -> OK
Line 4864: 1198,1236 -> OK
Line 4865: 1794,1415 -> OK
Line 4866: 1312,1220 -> OK
Line 4867: 1818,1123 -> OK
Line 4868: 340,443 -> OK
Line 4869: 568,817 -> OK
Line 4870: 1772,1375 -> OK
Line 4871: 1788,757 -> OK
Line 4872: 104,471 -> OK
Line 4873: 340,773 -> OK
Line 4874: 970,833 -> OK
Line 4875: 1252,1212 -> OK
Line 4876: 84,1109 -> OK
Line 4877: 1806,775 -> OK
Line 4878: 84,711 -> OK
Line 4879: 1794,1461 -> OK
Line 4880: 1788,1457 -> OK
Line 4881: 92,781 -> OK
Line 4882: 568,604 -> OK
Line 4883: 102,833 -> OK
Line 4884: 1198,1291 -> OK
Line 4885: 910,777 -> OK
Line 4886: 108,610 -> OK
Line 4887: 1252,1438 -> OK
Line 4888: 970,416 -> OK
Line 4889: 1794,934 -> OK
Line 4890: 1594,1208 -> OK
Line 4891: 910,1108 -> OK
Line 4892: 1806,1465 -> OK
Line 4893: 628,894 -> OK
Line 4894: 78,719 -> OK
Line 4895: 72,1208 -> OK
Line 4896: 568,1262 -> OK
Line 4897: 108,600 -> OK
Line 4898: 682,578 -> OK
Line 4899: 1794,837 -> OK
Line 4900: 286,1453 -> OK
Line 4901: 1540,1459 -> OK
Line 4902: 568,771 -> OK
Line 4903: 1198,1208 -> OK
Line 4904: 1808,603 -> OK
Line 4905: 628,1453 -> OK
Line 4906: 1024,1092 -> OK
Line 4907: 66,528 -> OK
Line 4908: 1808,1346 -> OK
Line 4909: 1784,1395 -> OK
Line 4910: 1594,491 -> OK
Line 4911: 1806,600 -> OK
Line 4912: 340,615 -> OK
Line 4913: 628,666 -> OK
Line 4914: 1808,1449 -> OK
Line 4915: 1818,1463 -> OK
Line 4916: 682,587 -> OK
Line 4917: 1594,1000 -> OK
Line 4918: 1594,1266 -> OK
Line 4919: 1024,1061 -> OK
Line 4920: 340,407 -> OK
Line 4921: 286,411 -> OK
Line 4922: 1794,1093 -> OK
Line 4923: 1788,926 -> OK
Line 4924: 74,763 -> OK
Line 4925: 340,958 -> OK
Line 4926: 1024,532 -> OK
Line 4927: 1540,1449 -> OK
Line 4928: 84,552 -> OK
Line 4929: 62,1037 -> OK
Line 4930: 66,599 -> OK
Line 4931: 74,674 -> OK
Line 4932: 68,595 -> OK
Line 4933: 1796,1449 -> OK
Line 4934: 62,419 -> OK
Line 4935: 78,1000 -> OK
Line 4936: 96,774 -> OK
Line 4937: 108,440 -> OK
Line 4938: 1366,984 -> OK
Line 4939: 74,463 -> OK
Line 4940: 1312,1445 -> OK
Line 4941: 1814,1220 -> OK
Line 4942: 84,583 -> OK
Line 4943: 84,421 -> OK
Line 4944: 1812,1120 -> OK
Line 4945: 1814,1119 -> OK
Line 4946: 628,1434 -> OK
Line 4947: 1312,1450 -> OK
Line 4948: 96,483 -> OK
Line 4949: 1784,524 -> OK
Line 4950: 1808,1299 -> OK
Line 4951: 62,443 -> OK
Line 4952: 1788,445 -> OK
Line 4953: 104,604 -> OK
Line 4954: 568,503 -> OK
Line 4955: 1776,596 -> OK
Line 4956: 910,781 -> OK
Line 4957: 340,761 -> OK
Line 4958: 102,612 -> OK
Line 4959: 66,532 -> OK
Line 4960: 68,602 -> OK
Line 4961: 340,662 -> OK
Line 4962: 970,1111 -> OK
Line 4963: 1818,413 -> OK
Line 4964: 66,503 -> OK
Line 4965: 66,441 -> OK
Line 4966: 96,920 -> OK
Line 4967: 78,750 -> OK
Line 4968: 78,932 -> OK
Line 4969: 1594,1437 -> OK
Line 4970: 1794,1443 -> OK
Line 4971: 1772,1433 -> OK
Line 4972: 1540,1407 -> OK
Line 4973: 1808,1244 -> OK
Line 4974: 92,1399 -> OK
Line 4975: 68,495 -> OK
Line 4976: 66,1318 -> OK
Line 4977: 1772,1053 -> OK
Line 4978: 1784,898 -> OK
Line 4979: 78,540 -> OK
Line 4980: 1800,1441 -> OK
Line 4981: 1778,1111 -> OK
Line 4982: 1794,1299 -> OK
Line 4983: 1814,1151 -> OK
Line 4984: 1198,1244 -> OK
Line 4985: 80,781 -> OK
Line 4986: 92,715 -> OK
Line 4987: 1796,1167 -> OK
Line 4988: 86,582 -> OK
Line 4989: 72,813 -> OK
Line 4990: 1796,1403 -> OK
Line 4991: 1802,1271 -> OK
Line 4992: 1790,1232 -> OK
Line 4993: 568,670 -> OK
Line 4994: 72,437 -> OK
Line 4995: 1796,1276 -> OK
Line 4996: 1788,759 -> OK
Line 4997: 92,1224 -> OK
Line 4998: 1198,1069 -> OK
Line 4999: 1794,1212 -> OK
Line 5000: 1252,956 -> OK
